"","person_id","display_last_comma_first","display_first_last","rosterstatus","from_year","to_year","playercode","team_id","team_city","team_name","team_abbreviation","team_code","games_played_flag","otherleague_experience_ch"
"1",76001,"Abdelnaby, Alaa","Alaa Abdelnaby",FALSE,1990,1994,"HISTADD_alaa_abdelnaby",0,"","","","","Y","00"
"2",76002,"Abdul-Aziz, Zaid","Zaid Abdul-Aziz",FALSE,1968,1977,"HISTADD_zaid_abdul-aziz",0,"","","","","Y","00"
"3",76003,"Abdul-Jabbar, Kareem","Kareem Abdul-Jabbar",FALSE,1969,1988,"HISTADD_kareem_abdul-jabbar",0,"","","","","Y","00"
"4",51,"Abdul-Rauf, Mahmoud","Mahmoud Abdul-Rauf",FALSE,1990,2000,"mahmoud_abdul-rauf",0,"","","","","Y","00"
"5",1505,"Abdul-Wahad, Tariq","Tariq Abdul-Wahad",FALSE,1997,2003,"tariq_abdul-wahad",0,"","","","","Y","00"
"6",949,"Abdur-Rahim, Shareef","Shareef Abdur-Rahim",FALSE,1996,2007,"shareef_abdur-rahim",0,"","","","","Y","00"
"7",76005,"Abernethy, Tom","Tom Abernethy",FALSE,1976,1980,"HISTADD_tom_abernethy",0,"","","","","Y","00"
"8",76006,"Able, Forest","Forest Able",FALSE,1956,1956,"HISTADD_frosty_able",0,"","","","","Y","00"
"9",76007,"Abramovic, John","John Abramovic",FALSE,1946,1947,"HISTADD_brooms_abramovic",0,"","","","","Y","00"
"10",203518,"Abrines, Alex","Alex Abrines",FALSE,2016,2018,"alex_abrines",0,"","","","","Y","00"
"11",101165,"Acker, Alex","Alex Acker",FALSE,2005,2008,"alex_acker",0,"","","","","Y","01"
"12",76008,"Ackerman, Donald","Donald Ackerman",FALSE,1953,1953,"HISTADD_buddy_ackerman",0,"","","","","Y","00"
"13",76009,"Acres, Mark","Mark Acres",FALSE,1987,1992,"HISTADD_mark_acres",0,"","","","","Y","00"
"14",76010,"Acton, Charles","Charles Acton",FALSE,1967,1967,"HISTADD_bud_acton",0,"","","","","Y","00"
"15",203112,"Acy, Quincy","Quincy Acy",TRUE,2012,2018,"quincy_acy",1610612758,"Sacramento","Kings","SAC","kings","Y","01"
"16",76011,"Adams, Alvan","Alvan Adams",FALSE,1975,1987,"HISTADD_alvan_adams",0,"","","","","Y","00"
"17",76012,"Adams, Don","Don Adams",FALSE,1970,1976,"HISTADD_don_adams",0,"","","","","Y","00"
"18",200801,"Adams, Hassan","Hassan Adams",FALSE,2006,2008,"hassan_adams",0,"","","","","Y","00"
"19",1629121,"Adams, Jaylen","Jaylen Adams",FALSE,2018,2018,"jaylen_adams",0,"","","","","Y","01"
"20",203919,"Adams, Jordan","Jordan Adams",TRUE,2014,2015,"jordan_adams",1610612763,"Memphis","Grizzlies","MEM","grizzlies","Y","01"
"21",149,"Adams, Michael","Michael Adams",FALSE,1985,1995,"michael_adams",0,"","","","","Y","00"
"22",203500,"Adams, Steven","Steven Adams",TRUE,2013,2019,"steven_adams",1610612760,"Oklahoma City","Thunder","OKC","thunder","Y","00"
"23",912,"Addison, Rafael","Rafael Addison",FALSE,1986,1996,"rafael_addison",0,"","","","","Y","00"
"24",1628389,"Adebayo, Bam","Bam Adebayo",FALSE,2017,2019,"bam_adebayo",0,"","","","","Y","00"
"25",1629061,"Adel, Deng","Deng Adel",FALSE,2018,2019,"deng_adel",0,"","","","","Y","01"
"26",76015,"Adelman, Rick","Rick Adelman",FALSE,1968,1974,"HISTADD_rick_adelman",0,"","","","","Y","00"
"27",202399,"Adrien, Jeff","Jeff Adrien",FALSE,2010,2014,"jeff_adrien",0,"","","","","Y","01"
"28",201167,"Afflalo, Arron","Arron Afflalo",TRUE,2007,2017,"arron_afflalo",1610612752,"New York","Knicks","NYK","knicks","Y","00"
"29",200772,"Ager, Maurice","Maurice Ager",FALSE,2006,2010,"maurice_ager",0,"","","","","Y","01"
"30",76016,"Aguirre, Mark","Mark Aguirre",FALSE,1981,1993,"HISTADD_mark_aguirre",0,"","","","","Y","00"
"31",201336,"Ahearn, Blake","Blake Ahearn",FALSE,2007,2011,"blake_ahearn",0,"","","","","Y","01"
"32",76017,"Ainge, Danny","Danny Ainge",FALSE,1981,1994,"HISTADD_danny_ainge",0,"","","","","Y","00"
"33",201582,"Ajinca, Alexis","Alexis Ajinca",TRUE,2008,2017,"alexis_ajinca",1610612740,"New Orleans","Pelicans","NOP","pelicans","Y","01"
"34",76018,"Akin, Henry","Henry Akin",FALSE,1966,1967,"HISTADD_henry_akin",0,"","","","","Y","00"
"35",203006,"Akognon, Josh","Josh Akognon",FALSE,2012,2012,"josh_akognon",0,"","","","","Y","01"
"36",1629152,"Akoon-Purcell, DeVaughn","DeVaughn Akoon-Purcell",FALSE,2018,2018,"devaughn_akoon-purcell",0,"","","","","Y","01"
"37",202374,"Alabi, Solomon","Solomon Alabi",FALSE,2010,2011,"solomon_alabi",0,"","","","","Y","01"
"38",76019,"Alarie, Mark","Mark Alarie",FALSE,1986,1990,"HISTADD_mark_alarie",0,"","","","","Y","00"
"39",76020,"Alcorn, Gary","Gary Alcorn",FALSE,1959,1960,"HISTADD_gary_alcorn",0,"","","","","Y","00"
"40",203128,"Aldemir, Furkan","Furkan Aldemir",FALSE,2014,2014,"furkan_aldemir",0,"","","","","Y","00"
"41",202332,"Aldrich, Cole","Cole Aldrich",TRUE,2010,2017,"cole_aldrich",1610612746,"LA","Clippers","LAC","clippers","Y","01"
"42",200746,"Aldridge, LaMarcus","LaMarcus Aldridge",TRUE,2006,2019,"lamarcus_aldridge",1610612759,"San Antonio","Spurs","SAS","spurs","Y","00"
"43",76021,"Aleksinas, Chuck","Chuck Aleksinas",FALSE,1984,1984,"HISTADD_chuck_aleksinas",0,"","","","","Y","00"
"44",1626146,"Alexander, Cliff","Cliff Alexander",TRUE,2015,2015,"cliff_alexander",1610612757,"Portland","Trail Blazers","POR","blazers","Y","11"
"45",724,"Alexander, Cory","Cory Alexander",FALSE,1995,2004,"cory_alexander",0,"","","","","Y","00"
"46",2042,"Alexander, Courtney","Courtney Alexander",FALSE,2000,2003,"courtney_alexander",0,"","","","","Y","00"
"47",76022,"Alexander, Gary","Gary Alexander",FALSE,1993,1993,"HISTADD_gary_alexander",0,"","","","","Y","00"
"48",201570,"Alexander, Joe","Joe Alexander",FALSE,2008,2009,"joe_alexander",0,"","","","","Y","01"
"49",1629734,"Alexander, Kyle","Kyle Alexander",FALSE,2019,2019,"kyle_alexander",0,"","","","","N","00"
"50",2349,"Alexander, Victor","Victor Alexander",FALSE,1991,2001,"victor_alexander",0,"","","","","Y","00"
"51",1629638,"Alexander-Walker, Nickeil","Nickeil Alexander-Walker",FALSE,2019,2019,"nickeil_alexander-walker",0,"","","","","N","00"
"52",76024,"Alford, Steve","Steve Alford",FALSE,1987,1990,"HISTADD_steve_alford",0,"","","","","Y","00"
"53",1628959,"Alkins, Rawle","Rawle Alkins",FALSE,2018,2019,"rawle_alkins",0,"","","","","Y","01"
"54",76028,"Allen, Bob","Bob Allen",FALSE,1968,1968,"HISTADD_bob_allen",0,"","","","","Y","00"
"55",1628960,"Allen, Grayson","Grayson Allen",FALSE,2018,2019,"grayson_allen",0,"","","","","Y","01"
"56",1628386,"Allen, Jarrett","Jarrett Allen",FALSE,2017,2019,"jarrett_allen",0,"","","","","Y","00"
"57",706,"Allen, Jerome","Jerome Allen",FALSE,1995,1996,"jerome_allen",0,"","","","","Y","00"
"58",1628443,"Allen, Kadeem","Kadeem Allen",FALSE,2017,2019,"kadeem_allen",0,"","","","","Y","01"
"59",202730,"Allen, Lavoy","Lavoy Allen",TRUE,2011,2016,"lavoy_allen",1610612754,"Indiana","Pacers","IND","pacers","Y","01"
"60",76027,"Allen, Lucius","Lucius Allen",FALSE,1969,1978,"HISTADD_lucius_allen",0,"","","","","Y","00"
"61",2124,"Allen, Malik","Malik Allen",FALSE,2001,2010,"malik_allen",0,"","","","","Y","00"
"62",76025,"Allen, Randy","Randy Allen",FALSE,1988,1989,"HISTADD_randy_allen",0,"","","","","Y","00"
"63",951,"Allen, Ray","Ray Allen",FALSE,1996,2013,"ray_allen",0,"","","","","Y","00"
"64",2754,"Allen, Tony","Tony Allen",TRUE,2004,2017,"tony_allen",1610612763,"Memphis","Grizzlies","MEM","grizzlies","Y","00"
"65",76029,"Allison, Odis","Odis Allison",FALSE,1971,1971,"HISTADD_odis_allison",0,"","","","","Y","00"
"66",200984,"Allred, Lance","Lance Allred",FALSE,2007,2007,"lance_allred",0,"","","","","Y","01"
"67",76030,"Allums, Darrell","Darrell Allums",FALSE,1980,1980,"HISTADD_darrell_allums",0,"","","","","Y","00"
"68",201165,"Almond, Morris","Morris Almond",FALSE,2007,2011,"morris_almond",0,"","","","","Y","01"
"69",308,"Alston, Derrick","Derrick Alston",FALSE,1994,1996,"derrick_alston",0,"","","","","Y","00"
"70",1747,"Alston, Rafer","Rafer Alston",FALSE,1999,2009,"rafer_alston",0,"","","","","Y","01"
"71",1824,"Aluma, Peter","Peter Aluma",FALSE,1998,1998,"peter_aluma",0,"","","","","Y","00"
"72",680,"Amaechi, John","John Amaechi",FALSE,1995,2002,"john_amaechi",0,"","","","","Y","00"
"73",732,"Amaya, Ashraf","Ashraf Amaya",FALSE,1995,1996,"ashraf_amaya",0,"","","","","Y","00"
"74",202329,"Aminu, Al-Farouq","Al-Farouq Aminu",TRUE,2010,2019,"al-farouq_aminu",1610612757,"Portland","Trail Blazers","POR","blazers","Y","00"
"75",200811,"Amundson, Lou","Lou Amundson",TRUE,2006,2015,"lou_amundson",1610612752,"New York","Knicks","NYK","knicks","Y","01"
"76",76034,"Anderegg, Bob","Bob Anderegg",FALSE,1959,1959,"HISTADD_bob_anderegg",0,"","","","","Y","00"
"77",2365,"Andersen, Chris","Chris Andersen",TRUE,2001,2016,"chris_andersen",1610612763,"Memphis","Grizzlies","MEM","grizzlies","Y","00"
"78",2431,"Andersen, David","David Andersen",FALSE,2009,2010,"david_andersen",0,"","","","","Y","00"
"79",101187,"Anderson, Alan","Alan Anderson",TRUE,2005,2016,"alan_anderson",1610612764,"Washington","Wizards","WAS","wizards","Y","01"
"80",202079,"Anderson, Antonio","Antonio Anderson",FALSE,2009,2009,"antonio_anderson",0,"","","","","Y","01"
"81",76035,"Anderson, Cliff","Cliff Anderson",FALSE,1967,1970,"HISTADD_cliff_anderson",0,"","","","","Y","00"
"82",76036,"Anderson, Daniel","Daniel Anderson",FALSE,1974,1975,"HISTADD_daniel_anderson",0,"","","","","Y","00"
"83",1507,"Anderson, Derek","Derek Anderson",FALSE,1997,2007,"derek_anderson",0,"","","","","Y","00"
"84",76037,"Anderson, Dwight","Dwight Anderson",FALSE,1982,1982,"HISTADD_dwight_anderson",0,"","","","","Y","00"
"85",944,"Anderson, Eric","Eric Anderson",FALSE,1992,1993,"eric_anderson",0,"","","","","Y","00"
"86",246,"Anderson, Greg","Greg Anderson",FALSE,1987,1997,"greg_anderson",0,"","","","","Y","00"
"87",202341,"Anderson, James","James Anderson",TRUE,2010,2015,"james_anderson",1610612758,"Sacramento","Kings","SAC","kings","Y","01"
"88",76040,"Anderson, Jerome","Jerome Anderson",FALSE,1975,1976,"HISTADD_jerome_anderson",0,"","","","","Y","00"
"89",1626147,"Anderson, Justin","Justin Anderson",TRUE,2015,2019,"justin_anderson",1610612742,"Dallas","Mavericks","DAL","mavericks","Y","11"
"90",72,"Anderson, Kenny","Kenny Anderson",FALSE,1991,2004,"kenny_anderson",0,"","","","","Y","00"
"91",76041,"Anderson, Kim","Kim Anderson",FALSE,1978,1978,"HISTADD_kim_anderson",0,"","","","","Y","00"
"92",203937,"Anderson, Kyle","Kyle Anderson",TRUE,2014,2019,"kyle_anderson",1610612759,"San Antonio","Spurs","SAS","spurs","Y","01"
"93",76042,"Anderson, Michael","Michael Anderson",FALSE,1988,1988,"HISTADD_michael_anderson",0,"","","","","Y","00"
"94",76043,"Anderson, Mitchell","Mitchell Anderson",FALSE,1982,1984,"HISTADD_jj_anderson",0,"","","","","Y","00"
"95",98,"Anderson, Nick","Nick Anderson",FALSE,1989,2002,"nick_anderson",0,"","","","","Y","00"
"96",76045,"Anderson, Richard","Richard Anderson",FALSE,1982,1989,"HISTADD_richard_anderson",0,"","","","","Y","00"
"97",76046,"Anderson, Ron","Ron Anderson",FALSE,1984,1993,"HISTADD_ron_anderson",0,"","","","","Y","00"
"98",201583,"Anderson, Ryan","Ryan Anderson",TRUE,2008,2018,"ryan_anderson",1610612740,"New Orleans","Pelicans","NOP","pelicans","Y","00"
"99",1000,"Anderson, Shandon","Shandon Anderson",FALSE,1996,2005,"shandon_anderson",0,"","","","","Y","00"
"100",335,"Anderson, Willie","Willie Anderson",FALSE,1988,1996,"willie_anderson",0,"","","","","Y","00"
"101",76048,"Anderzunas, Wally","Wally Anderzunas",FALSE,1969,1969,"HISTADD_wally_anderzunas",0,"","","","","Y","00"
"102",101149,"Andriuskevicius, Martynas","Martynas Andriuskevicius",FALSE,2005,2006,"martynas_andriuskevicius",0,"","","","","Y","01"
"103",76049,"Anielak, Don","Don Anielak",FALSE,1954,1954,"HISTADD_don_anielak",0,"","","","","Y","00"
"104",1628387,"Anigbogu, Ike","Ike Anigbogu",FALSE,2017,2018,"ike_anigbogu",0,"","","","","Y","01"
"105",76050,"Ansley, Michael","Michael Ansley",FALSE,1989,1991,"HISTADD_michael_ansley",0,"","","","","Y","00"
"106",1512,"Anstey, Chris","Chris Anstey",FALSE,1997,1999,"chris_anstey",0,"","","","","Y","00"
"107",203507,"Antetokounmpo, Giannis","Giannis Antetokounmpo",TRUE,2013,2019,"giannis_antetokounmpo",1610612749,"Milwaukee","Bucks","MIL","bucks","Y","00"
"108",1628961,"Antetokounmpo, Kostas","Kostas Antetokounmpo",FALSE,2018,2019,"kostas_antetokounmpo",0,"","","","","Y","01"
"109",203648,"Antetokounmpo, Thanasis","Thanasis Antetokounmpo",FALSE,2015,2015,"thanasis_antetokounmpo",0,"","","","","Y","11"
"110",2546,"Anthony, Carmelo","Carmelo Anthony",TRUE,2003,2018,"carmelo_anthony",1610612752,"New York","Knicks","NYK","knicks","Y","00"
"111",21,"Anthony, Greg","Greg Anthony",FALSE,1991,2001,"greg_anthony",0,"","","","","Y","00"
"112",201202,"Anthony, Joel","Joel Anthony",TRUE,2007,2016,"joel_anthony",1610612765,"Detroit","Pistons","DET","pistons","Y","01"
"113",203544,"Antic, Pero","Pero Antic",FALSE,2013,2014,"pero_antic",0,"","","","","Y","00"
"114",1628384,"Anunoby, OG","OG Anunoby",FALSE,2017,2019,"og_anunoby",0,"","","","","Y","00"
"115",203951,"Appling, Keith","Keith Appling",FALSE,2015,2015,"keith_appling",0,"","","","","Y","11"
"116",2737,"Araujo, Rafael","Rafael Araujo",FALSE,2004,2006,"rafael_araujo",0,"","","","","Y","00"
"117",76053,"Arceneaux, Stacey","Stacey Arceneaux",FALSE,1961,1961,"HISTADD_stacey_arceneaux",0,"","","","","Y","00"
"118",76054,"Archibald, Nate","Nate Archibald",FALSE,1970,1983,"HISTADD_nate_archibald",0,"","","","","Y","00"
"119",2425,"Archibald, Robert","Robert Archibald",FALSE,2002,2003,"robert_archibald",0,"","","","","Y","00"
"120",1627853,"Arcidiacono, Ryan","Ryan Arcidiacono",FALSE,2017,2019,"ryan_arcidiacono",0,"","","","","Y","01"
"121",76055,"Ard, Jim","Jim Ard",FALSE,1974,1977,"HISTADD_jim_ard",0,"","","","","Y","00"
"122",2240,"Arenas, Gilbert","Gilbert Arenas",FALSE,2001,2011,"gilbert_arenas",0,"","","","","Y","00"
"123",2772,"Ariza, Trevor","Trevor Ariza",TRUE,2004,2019,"trevor_ariza",1610612745,"Houston","Rockets","HOU","rockets","Y","00"
"124",76056,"Arizin, Paul","Paul Arizin",FALSE,1950,1961,"HISTADD_paul_arizin",0,"","","","","Y","00"
"125",76057,"Arlauckas, Joe","Joe Arlauckas",FALSE,1987,1987,"HISTADD_joe_arlauckas",0,"","","","","Y","00"
"126",769,"Armstrong, B.J.","B.J. Armstrong",FALSE,1989,1999,"b.j._armstrong",0,"","","","","Y","00"
"127",76061,"Armstrong, Bob","Bob Armstrong",FALSE,1956,1956,"HISTADD_bob_armstrong",0,"","","","","Y","00"
"128",2220,"Armstrong, Brandon","Brandon Armstrong",FALSE,2001,2003,"brandon_armstrong",0,"","","","","Y","01"
"129",353,"Armstrong, Darrell","Darrell Armstrong",FALSE,1994,2007,"darrell_armstrong",0,"","","","","Y","00"
"130",200756,"Armstrong, Hilton","Hilton Armstrong",FALSE,2006,2013,"hilton_armstrong",0,"","","","","Y","01"
"131",76060,"Armstrong, Paul","Paul Armstrong",FALSE,1948,1950,"HISTADD_curly_armstrong",0,"","","","","Y","00"
"132",76059,"Armstrong, Tate","Tate Armstrong",FALSE,1977,1978,"HISTADD_tate_armstrong",0,"","","","","Y","00"
"133",76062,"Arnelle, Jesse","Jesse Arnelle",FALSE,1955,1955,"HISTADD_jesse_arnelle",0,"","","","","Y","00"
"134",76063,"Arnette, Jay","Jay Arnette",FALSE,1963,1965,"HISTADD_jay_arnette",0,"","","","","Y","00"
"135",76064,"Arnzen, Bob","Bob Arnzen",FALSE,1970,1970,"HISTADD_bob_arnzen",0,"","","","","Y","00"
"136",2306,"Arroyo, Carlos","Carlos Arroyo",FALSE,2001,2010,"carlos_arroyo",0,"","","","","Y","00"
"137",201589,"Arthur, Darrell","Darrell Arthur",TRUE,2008,2017,"darrell_arthur",1610612743,"Denver","Nuggets","DEN","nuggets","Y","00"
"138",76065,"Arthurs, John","John Arthurs",FALSE,1969,1969,"HISTADD_john_arthurs",0,"","","","","Y","00"
"139",1628503,"Artis, Jamel","Jamel Artis",FALSE,2017,2017,"jamel_artis",0,"","","","","Y","01"
"140",201600,"Asik, Omer","Omer Asik",TRUE,2010,2017,"omer_asik",1610612740,"New Orleans","Pelicans","NOP","pelicans","Y","00"
"141",355,"Askew, Vincent","Vincent Askew",FALSE,1987,1997,"vincent_askew",0,"","","","","Y","00"
"142",173,"Askins, Keith","Keith Askins",FALSE,1990,1998,"keith_askins",0,"","","","","Y","00"
"143",76068,"Asmonga, Don","Don Asmonga",FALSE,1953,1953,"HISTADD_don_asmonga",0,"","","","","Y","00"
"144",76069,"Atha, Richard","Richard Atha",FALSE,1955,1957,"HISTADD_dick_atha",0,"","","","","Y","00"
"145",1088,"Atkins, Chucky","Chucky Atkins",FALSE,1999,2009,"chucky_atkins",0,"","","","","Y","00"
"146",76070,"Attles, Alvin","Alvin Attles",FALSE,1960,1970,"HISTADD_alvin_attles",0,"","","","","Y","00"
"147",76071,"Aubuchon, Chet","Chet Aubuchon",FALSE,1946,1946,"HISTADD_chet_aubuchon",0,"","","","","Y","00"
"148",278,"Augmon, Stacey","Stacey Augmon",FALSE,1991,2005,"stacey_augmon",0,"","","","","Y","00"
"149",201571,"Augustin, D.J.","D.J. Augustin",TRUE,2008,2019,"d.j._augustin",1610612743,"Denver","Nuggets","DEN","nuggets","Y","00"
"150",200788,"Augustine, James","James Augustine",FALSE,2006,2007,"james_augustine",0,"","","","","Y","01"
"151",1134,"Austin, Ike","Ike Austin",FALSE,1991,2001,"ike_austin",0,"","","","","Y","00"
"152",76073,"Austin, John","John Austin",FALSE,1966,1966,"HISTADD_johnny_austin",0,"","","","","Y","00"
"153",76074,"Austin, Ken","Ken Austin",FALSE,1983,1983,"HISTADD_ken_austin",0,"","","","","Y","00"
"154",138,"Avent, Anthony","Anthony Avent",FALSE,1992,1999,"anthony_avent",0,"","","","","Y","00"
"155",76076,"Averitt, William","William Averitt",FALSE,1976,1977,"HISTADD_bird_averitt",0,"","","","","Y","00"
"156",1895,"Avery, William","William Avery",FALSE,1999,2002,"william_avery",0,"","","","","Y","00"
"157",76078,"Awtrey, Dennis","Dennis Awtrey",FALSE,1970,1981,"HISTADD_dennis_awtrey",0,"","","","","Y","00"
"158",202970,"Ayon, Gustavo","Gustavo Ayon",FALSE,2011,2013,"gustavo_ayon",0,"","","","","Y","00"
"159",201965,"Ayres, Jeff","Jeff Ayres",TRUE,2009,2015,"jeff_ayres",1610612746,"LA","Clippers","LAC","clippers","Y","11"
"160",1629028,"Ayton, Deandre","Deandre Ayton",FALSE,2018,2019,"deandre_ayton",0,"","","","","Y","00"
"161",101235,"Azubuike, Kelenna","Kelenna Azubuike",FALSE,2006,2011,"kelenna_azubuike",0,"","","","","Y","00"
"162",203569,"Babb, Chris","Chris Babb",FALSE,2013,2014,"chris_babb",0,"","","","","Y","01"
"163",202337,"Babbitt, Luke","Luke Babbitt",TRUE,2010,2017,"luke_babbitt",1610612740,"New Orleans","Pelicans","NOP","pelicans","Y","01"
"164",76079,"Babic, Milos","Milos Babic",FALSE,1990,1991,"HISTADD_milos_babic",0,"","","","","Y","00"
"165",76080,"Bach, Johnny","Johnny Bach",FALSE,1948,1948,"HISTADD_johnny_bach",0,"","","","","Y","00"
"166",1628407,"Bacon, Dwayne","Dwayne Bacon",FALSE,2017,2019,"dwayne_bacon",0,"","","","","Y","01"
"167",76081,"Baechtold, Jim","Jim Baechtold",FALSE,1952,1956,"HISTADD_jim_baechtold",0,"","","","","Y","00"
"168",2053,"Bagaric, Dalibor","Dalibor Bagaric",FALSE,2000,2002,"dalibor_bagaric",0,"","","","","Y","00"
"169",76082,"Bagley, John","John Bagley",FALSE,1982,1993,"HISTADD_john_bagley",0,"","","","","Y","00"
"170",1628963,"Bagley III, Marvin","Marvin Bagley III",FALSE,2018,2019,"marvin_bagley_iii",0,"","","","","Y","00"
"171",76084,"Bailey, Carl","Carl Bailey",FALSE,1981,1981,"HISTADD_carl_bailey",0,"","","","","Y","00"
"172",76083,"Bailey, Gus","Gus Bailey",FALSE,1974,1979,"HISTADD_gus_bailey",0,"","","","","Y","00"
"173",76085,"Bailey, James","James Bailey",FALSE,1979,1987,"HISTADD_james_bailey",0,"","","","","Y","00"
"174",1847,"Bailey, Thurl","Thurl Bailey",FALSE,1983,1998,"thurl_bailey",0,"","","","","Y","00"
"175",1753,"Bailey, Toby","Toby Bailey",FALSE,1998,2002,"toby_bailey",0,"","","","","Y","00"
"176",203946,"Bairstow, Cameron","Cameron Bairstow",TRUE,2014,2015,"cameron_bairstow",1610612765,"Detroit","Pistons","DET","pistons","Y","11"
"177",203946,"Bairstow, Cameron","Cameron Bairstow",TRUE,2014,2015,"cameron_bairstow",1610612741,"Chicago","Bulls","CHI","bulls","Y","11"
"178",1858,"Baker, Mark","Mark Baker",FALSE,1998,1998,"mark_baker",0,"","","","","Y","00"
"179",2486,"Baker, Maurice","Maurice Baker",FALSE,2002,2004,"maurice_baker",0,"","","","","Y","01"
"180",76089,"Baker, Norm","Norm Baker",FALSE,1946,1946,"HISTADD_norm_baker",0,"","","","","Y","00"
"181",1627758,"Baker, Ron","Ron Baker",FALSE,2016,2018,"ron_baker",0,"","","","","Y","01"
"182",452,"Baker, Vin","Vin Baker",FALSE,1993,2005,"vin_baker",0,"","","","","Y","00"
"183",1627735,"Baldwin IV, Wade","Wade Baldwin IV",FALSE,2016,2018,"wade_baldwin iv",0,"","","","","Y","01"
"184",200764,"Balkman, Renaldo","Renaldo Balkman",FALSE,2006,2011,"renaldo_balkman",0,"","","","","Y","01"
"185",76090,"Ball, Cedric","Cedric Ball",FALSE,1990,1990,"HISTADD_cedric_ball",0,"","","","","Y","00"
"186",1628366,"Ball, Lonzo","Lonzo Ball",FALSE,2017,2019,"lonzo_ball",0,"","","","","Y","00"
"187",76091,"Ballard, Greg","Greg Ballard",FALSE,1977,1988,"HISTADD_greg_ballard",0,"","","","","Y","00"
"188",76092,"Baltimore, Herschel","Herschel Baltimore",FALSE,1946,1946,"HISTADD_herk_baltimore",0,"","","","","Y","00"
"189",1628964,"Bamba, Mo","Mo Bamba",FALSE,2018,2019,"mohamed_bamba",0,"","","","","Y","00"
"190",76093,"Banks, Gene","Gene Banks",FALSE,1981,1986,"HISTADD_gene_banks",0,"","","","","Y","00"
"191",2556,"Banks, Marcus","Marcus Banks",FALSE,2003,2010,"marcus_banks",0,"","","","","Y","01"
"192",76094,"Bannister, Ken","Ken Bannister",FALSE,1984,1990,"HISTADD_ken_bannister",0,"","","","","Y","00"
"193",76095,"Bantom, Mike","Mike Bantom",FALSE,1973,1981,"HISTADD_mike_bantom",0,"","","","","Y","00"
"194",76096,"Barber, John","John Barber",FALSE,1956,1956,"HISTADD_john_barber",0,"","","","","Y","00"
"195",2571,"Barbosa, Leandro","Leandro Barbosa",TRUE,2003,2016,"leandro_barbosa",1610612744,"Golden State","Warriors","GSW","warriors","Y","00"
"196",76097,"Bardo, Stephen","Stephen Bardo",FALSE,1991,1995,"HISTADD_stephen_bardo",0,"","","","","Y","00"
"197",200826,"Barea, J.J.","J.J. Barea",TRUE,2006,2019,"j.j._barea",1610612742,"Dallas","Mavericks","DAL","mavericks","Y","01"
"198",200745,"Bargnani, Andrea","Andrea Bargnani",FALSE,2006,2015,"andrea_bargnani",0,"","","","","Y","00"
"199",76098,"Barker, Cliff","Cliff Barker",FALSE,1949,1951,"HISTADD_cliff_barker",0,"","","","","Y","00"
"200",76099,"Barker, Tom","Tom Barker",FALSE,1976,1978,"HISTADD_tom_barker",0,"","","","","Y","00"
"201",787,"Barkley, Charles","Charles Barkley",FALSE,1984,1999,"charles_barkley",0,"","","","","Y","00"
"202",2057,"Barkley, Erick","Erick Barkley",FALSE,2000,2002,"erick_barkley",0,"","","","","Y","00"
"203",76102,"Barksdale, Don","Don Barksdale",FALSE,1951,1954,"HISTADD_don_barksdale",0,"","","","","Y","00"
"204",203084,"Barnes, Harrison","Harrison Barnes",TRUE,2012,2019,"harrison_barnes",1610612744,"Golden State","Warriors","GSW","warriors","Y","00"
"205",76103,"Barnes, Harry","Harry Barnes",FALSE,1968,1968,"HISTADD_harry_barnes",0,"","","","","Y","00"
"206",76105,"Barnes, Jim","Jim Barnes",FALSE,1964,1970,"HISTADD_jim_barnes",0,"","","","","Y","00"
"207",76104,"Barnes, Marvin","Marvin Barnes",FALSE,1976,1979,"HISTADD_marvin_barnes",0,"","","","","Y","00"
"208",2440,"Barnes, Matt","Matt Barnes",TRUE,2002,2016,"matt_barnes",1610612763,"Memphis","Grizzlies","MEM","grizzlies","Y","00"
"209",76107,"Barnett, Dick","Dick Barnett",FALSE,1959,1973,"HISTADD_dick_barnett",0,"","","","","Y","00"
"210",76106,"Barnett, Jim","Jim Barnett",FALSE,1966,1976,"HISTADD_jim_barnett",0,"","","","","Y","00"
"211",76108,"Barnhill, John","John Barnhill",FALSE,1962,1968,"HISTADD_rabbit_barnhill",0,"","","","","Y","00"
"212",76109,"Barnhill, Norton","Norton Barnhill",FALSE,1976,1976,"HISTADD_norton_barnhill",0,"","","","","Y","00"
"213",76110,"Barnhorst, Leo","Leo Barnhorst",FALSE,1949,1953,"HISTADD_barney_barnhorst",0,"","","","","Y","00"
"214",76111,"Barr, John","John Barr",FALSE,1946,1946,"HISTADD_john_barr",0,"","","","","Y","00"
"215",76112,"Barr, Mike","Mike Barr",FALSE,1976,1976,"HISTADD_mike_barr",0,"","","","","Y","00"
"216",76113,"Barr, Thomas","Thomas Barr",FALSE,1970,1970,"HISTADD_moe_barr",0,"","","","","Y","00"
"217",2857,"Barrett, Andre","Andre Barrett",FALSE,2004,2007,"andre_barrett",0,"","","","","Y","01"
"218",76114,"Barrett, Ernie","Ernie Barrett",FALSE,1953,1955,"europelive",0,"","","","","Y","00"
"219",1629628,"Barrett, RJ","RJ Barrett",FALSE,2019,2019,"rj_barrett",0,"","","","","N","00"
"220",2853,"Barron, Earl","Earl Barron",FALSE,2005,2014,"earl_barron",0,"","","","","Y","01"
"221",344,"Barros, Dana","Dana Barros",FALSE,1989,2003,"dana_barros",0,"","","","","Y","00"
